id,cidade_uf
2211308,Valença do Piauí - SE
2211357,Várzea Branca - PL
2211407,Várzea Grande - AA
2211506,Vera Mendes - SQ
2211605,Vila Nova do Piauí - LS
2211704,Wall Ferraz - SE
2300101,Abaiara - SQ
2300150,Acarape - AA
2300200,Acaraú - LS
2300309,Acopiara - SE
2300408,Aiuaba - LS
2300507,Alcântaras - AA
2300606,Altaneira - LS
2300705,Alto Santo - AA
2300754,Amontada - SE
2300804,Antonina do Norte - CQ
2300903,Apuiarés - RQ
2301000,Aquiraz - PL
2301109,Aracati - PL
2301208,Aracoiaba - CQ
2301257,Ararendá - SE
2301307,Araripe - RQ
2301406,Aratuba - SQ
2301505,Arneiroz - SQ
2301604,Assaré - SE
2301703,Aurora - CQ
2301802,Baixio - CQ
2301851,Banabuiú - SD
2301901,Barbalha - SQ
2301950,Barreira - SD
2302008,Barro - RQ
2302057,Barroquinha - AA
2302107,Baturité - RQ
2302206,Beberibe - SE
2302305,Bela Cruz - SQ
2302404,Boa Viagem - SD
2302503,Brejo Santo - SD
2302602,Camocim - LF
2302701,Campos Sales - SE
2302800,Canindé - CQ
2302909,Capistrano - RQ
2303006,Caridade - RQ
2303105,Cariré - SQ
2303204,Caririaçu - SD
2303303,Cariús - CQ
2303402,Carnaubal - SE
2303501,Cascavel - RQ
2303600,Catarina - LS
2303659,Catunda - LS
2303709,Caucaia - RQ
2303808,Cedro - SE
2303907,Chaval - CQ
2303931,Choró - SQ
2303956,Chorozinho - LF
2304004,Coreaú - CQ
2304103,Crateús - PL
2304202,Crato - LS
2304236,Croatá - AA
2304251,Cruz - CQ
2304269,Deputado Irapuan Pinheiro - SD
2304277,Ererê - SE
2304285,Eusébio - SQ
2304301,Farias Brito - LS
2304350,Forquilha - SD
2304400,Fortaleza - AA
2304459,Fortim - CQ
2304509,Frecheirinha - LF
2304608,General Sampaio - LF
2304657,Graça - SE
2304707,Granja - RQ
2304806,Granjeiro - LF
2304905,Groaíras - RQ
2304954,Guaiúba - SD
2305001,Guaraciaba do Norte - SE
2305100,Guaramiranga - SQ
2305209,Hidrolândia - SE
2305233,Horizonte - CQ
2305266,Ibaretama - LF
2305308,Ibiapina - CQ
2305332,Ibicuitinga - PL
2305357,Icapuí - PL
2305407,Icó - LF
2305506,Iguatu - SE
2305605,Independência - CQ
2305654,Ipaporanga - SD
2305704,Ipaumirim - RQ
2305803,Ipu - PL
2305902,Ipueiras - LS
2306009,Iracema - SE
2306108,Irauçuba - LS
2306207,Itaiçaba - LF
2306256,Itaitinga - PL
2306306,Itapajé - LS
2306405,Itapipoca - LF
2306504,Itapiúna - RQ
2306553,Itarema - SD
2306603,Itatira - RQ
2306702,Jaguaretama - PL
2306801,Jaguaribara - PL
2306900,Jaguaribe - LS
2307007,Jaguaruana - SE
2307106,Jardim - AA
2307205,Jati - AA
2307254,Jijoca de Jericoacoara - PL
2307304,Juazeiro do Norte - RQ
2307403,Jucás - PL
2307502,Lavras da Mangabeira - LS
2307601,Limoeiro do Norte - PL
2307635,Madalena - RQ
2307650,Maracanaú - SD
2307700,Maranguape - LS
2307809,Marco - PL
2307908,Martinópole - SE
2308005,Massapê - SE
2308104,Mauriti - SE
2308203,Meruoca - SE
2308302,Milagres - PL
2308351,Milhã - LF
2308377,Miraíma - LS
2308401,Missão Velha - CQ
2308500,Mombaça - SQ
2308609,Monsenhor Tabosa - PL
2308708,Morada Nova - AA
2308807,Moraújo - CQ
2308906,Morrinhos - LS
2309003,Mucambo - CQ
2309102,Mulungu - AA
2309201,Nova Olinda - AA
2309300,Nova Russas - PL
2309409,Novo Oriente - RQ
2309458,Ocara - SD
2309508,Orós - AA
2309607,Pacajus - AA
2309706,Pacatuba - SE
2309805,Pacoti - PL
2309904,Pacujá - SD
2310001,Palhano - AA
2310100,Palmácia - CQ
2310209,Paracuru - RQ
2310258,Paraipaba - CQ
2310308,Parambu - SD
2310407,Paramoti - CQ
2310506,Pedra Branca - RQ
2310605,Penaforte - LF
2310704,Pentecoste - RQ
2310803,Pereiro - RQ
2310852,Pindoretama - SD
2310902,Piquet Carneiro - SD
2310951,Pires Ferreira - SD
2311009,Poranga - SQ
2311108,Porteiras - SQ
2311207,Potengi - AA
2311231,Potiretama - LF
2311264,Quiterianópolis - RQ
2311306,Quixadá - PL
2311355,Quixelô - SE
2311405,Quixeramobim - AA
2311504,Quixeré - RQ
2311603,Redenção - SQ
2311702,Reriutaba - LS
2311801,Russas - SQ
2311900,Saboeiro - LF
2311959,Salitre - SD
2312205,Santa Quitéria - LF
2312007,Santana do Acaraú - CQ
2312106,Santana do Cariri - SQ
2312304,São Benedito - SQ
2312403,São Gonçalo do Amarante - AA
2312502,São João do Jaguaribe - LS
2312601,São Luís do Curu - SE
2312700,Senador Pompeu - LF
2312809,Senador Sá - PL
2312908,Sobral - SD
2313005,Solonópole - SQ
2313104,Tabuleiro do Norte - SD
2313203,Tamboril - AA
2313252,Tarrafas - RQ
2313302,Tauá - SD
2313351,Tejuçuoca - AA
2313401,Tianguá - SD
2313500,Trairi - SQ
2313559,Tururu - LF
2313609,Ubajara - CQ
2313708,Umari - LS
2313757,Umirim - SE
2313807,Uruburetama - LF
2313906,Uruoca - SQ
2313955,Varjota - PL
2314003,Várzea Alegre - SE
2314102,Viçosa do Ceará - AA
2400109,Acari - SE
2400208,Açu - SQ
2400307,Afonso Bezerra - SQ
2400406,Água Nova - RQ
2400505,Alexandria - SD
2400604,Almino Afonso - RQ
2400703,Alto do Rodrigues - SE
2400802,Angicos - SE
2400901,Antônio Martins - AA
2401008,Apodi - SE
2401107,Areia Branca - CQ
2401206,Arês - SQ
2401305,Augusto Severo - LS
2401404,Baía Formosa - SD
2401453,Baraúna - LS
2401503,Barcelona - SE
2401602,Bento Fernandes - SE
2401651,Bodó - LS
2401701,Bom Jesus - SE
2401800,Brejinho - LS
2401859,Caiçara do Norte - SD
2401909,Caiçara do Rio do Vento - SD
2402006,Caicó - SQ
2402105,Campo Redondo - RQ
2402204,Canguaretama - AA
2402303,Caraúbas - LS
2402402,Carnaúba dos Dantas - AA
2402501,Carnaubais - RQ
2402600,Ceará-Mirim - LS
2402709,Cerro Corá - SE
2402808,Coronel Ezequiel - RQ
2402907,Coronel João Pessoa - SD
2403004,Cruzeta - AA
2403103,Currais Novos - PL
2403202,Doutor Severiano - SE
2403301,Encanto - AA
2403400,Equador - RQ
2403509,Espírito Santo - LS
2403608,Extremoz - SD
2403707,Felipe Guerra - LF
2403756,Fernando Pedroza - PL
2403806,Florânia - SQ
2403905,Francisco Dantas - SQ
2404002,Frutuoso Gomes - SD
2404101,Galinhos - PL
2404200,Goianinha - SD
2404309,Governador Dix-Sept Rosado - PL
2404408,Grossos - RQ
2404507,Guamaré - LS
2404606,Ielmo Marinho - CQ
2404705,Ipanguaçu - LF
2404804,Ipueira - LF
2404853,Itajá - SD
2404903,Itaú - RQ
2405009,Jaçanã - AA
2405108,Jandaíra - AA
2405207,Janduís - LS
2405306,Januário Cicco - AA
2405405,Japi - AA
2405504,Jardim de Angicos - SQ
2405603,Jardim de Piranhas - AA
2405702,Jardim do Seridó - LF
2405801,João Câmara - CQ
2405900,João Dias - CQ
2406007,José da Penha - LS
2406106,Jucurutu - SQ
2406155,Jundiá - AA
2406205,Lagoa d Anta - AA
2406304,Lagoa de Pedras - SD
2406403,Lagoa de Velhos - LF
2406502,Lagoa Nova - AA
2406601,Lagoa Salgada - AA
2406700,Lajes - PL
2406809,Lajes Pintadas - LF
2406908,Lucrécia - SQ
2407005,Luís Gomes - LF
2407104,Macaíba - LS
2407203,Macau - AA
2407252,Major Sales - SD
2407302,Marcelino Vieira - SD
2407401,Martins - SQ
2407500,Maxaranguape - LF
2407609,Messias Targino - RQ
2407708,Montanhas - PL
2407807,Monte Alegre - SE
2407906,Monte das Gameleiras - AA
2408003,Mossoró - SD
2408102,Natal - PL
2408201,Nísia Floresta - LS
2408300,Nova Cruz - LF
2408409,Olho d Água do Borges - AA
2408508,Ouro Branco - AA
2408607,Paraná - LS
2408706,Paraú - LF
2408805,Parazinho - SE
2408904,Parelhas - AA
2403251,Parnamirim - RQ
2409100,Passa e Fica - PL
2409209,Passagem - LS
2409308,Patu - LS
2409407,Pau dos Ferros - CQ
2409506,Pedra Grande - SE
2409605,Pedra Preta - SE
2409704,Pedro Avelino - RQ
2409803,Pedro Velho - PL
2409902,Pendências - LS
2410009,Pilões - CQ
2410108,Poço Branco - SD
2410207,Portalegre - LS
2410256,Porto do Mangue - CQ
2410405,Pureza - SE
2410504,Rafael Fernandes - AA
2410603,Rafael Godeiro - RQ
2410702,Riacho da Cruz - SQ
2410801,Riacho de Santana - SQ
2410900,Riachuelo - SE
2408953,Rio do Fogo - CQ
2411007,Rodolfo Fernandes - PL
2411106,Ruy Barbosa - AA
2411205,Santa Cruz - RQ
2409332,Santa Maria - LS
2411403,Santana do Matos - PL
2411429,Santana do Seridó - PL
2411502,Santo Antônio - CQ
2411601,São Bento do Norte - AA
2411700,São Bento do Trairí - LF
2411809,São Fernando - AA
2411908,São Francisco do Oeste - SD
2412005,São Gonçalo do Amarante - CQ
2412104,São João do Sabugi - RQ
2412203,São José de Mipibu - AA
2412302,São José do Campestre - RQ
2412401,São José do Seridó - AA
2412500,São Miguel - SE
2412559,São Miguel do Gostoso - SD
2412609,São Paulo do Potengi - SD
2412708,São Pedro - SE
2412807,São Rafael - SE
2412906,São Tomé - SQ
2413003,São Vicente - SE
2413102,Senador Elói de Souza - SQ
2413201,Senador Georgino Avelino - PL
2410306,Serra Caiada - RQ
2413300,Serra de São Bento - SQ
2413359,Serra do Mel - CQ
2413409,Serra Negra do Norte - CQ
2413508,Serrinha - PL
2413557,Serrinha dos Pintos - RQ
2413607,Severiano Melo - LF
2413706,Sítio Novo - AA
2413805,Taboleiro Grande - LS
2413904,Taipu - PL
2414001,Tangará - RQ
2414100,Tenente Ananias - SD
2414159,Tenente Laurentino Cruz - PL
2411056,Tibau - LF
2414209,Tibau do Sul - SQ
2414308,Timbaúba dos Batistas - AA
2414407,Touros - AA
2414456,Triunfo Potiguar - LF
2414506,Umarizal - PL
2414605,Upanema - RQ
2414704,Várzea - AA
2414753,Venha-Ver - SD
2414803,Vera Cruz - LS
2414902,Viçosa - CQ
2415008,Vila Flor - LF
2500106,Água Branca - AA
2500205,Aguiar - SD
2500304,Alagoa Grande - AA
2500403,Alagoa Nova - SE
2500502,Alagoinha - RQ
2500536,Alcantil - PL
2500577,Algodão de Jandaíra - SQ
2500601,Alhandra - RQ
2500734,Amparo - RQ
2500775,Aparecida - SE
2500809,Araçagi - LF
2500908,Arara - SE
2501005,Araruna - CQ
2501104,Areia - LS
2501153,Areia de Baraúnas - PL
2501203,Areial - RQ
2501302,Aroeiras - RQ
2501351,Assunção - CQ
2501401,Baía da Traição - SD
2501500,Bananeiras - LF
2501534,Baraúna - RQ
2501609,Barra de Santa Rosa - SE
2501575,Barra de Santana - SD
2501708,Barra de São Miguel - AA
2501807,Bayeux - LS
2501906,Belém - SQ
2502003,Belém do Brejo do Cruz - CQ
2502052,Bernardino Batista - SQ
2502102,Boa Ventura - SE
2502151,Boa Vista - RQ
2502201,Bom Jesus - PL
2502300,Bom Sucesso - LS
2502409,Bonito de Santa Fé - CQ
2502508,Boqueirão - SQ
2502706,Borborema - AA
2502805,Brejo do Cruz - LS
2502904,Brejo dos Santos - LS
2503001,Caaporã - AA
2503100,Cabaceiras - AA
2503209,Cabedelo - SE
2503308,Cachoeira dos Índios - LS
2503407,Cacimba de Areia - LF
2503506,Cacimba de Dentro - LF
2503555,Cacimbas - SD
2503605,Caiçara - LF
2503704,Cajazeiras - CQ
2503753,Cajazeirinhas - AA
2503803,Caldas Brandão - SD
2503902,Camalaú - AA
2504009,Campina Grande - PL
2504033,Capim - SQ
2504074,Caraúbas - SQ
2504108,Carrapateira - CQ
2504157,Casserengue - AA
2504207,Catingueira - LF
2504306,Catolé do Rocha - SQ
2504355,Caturité - PL
2504405,Conceição - AA
2504504,Condado - LS
2504603,Conde - LF
2504702,Congo - LS
2504801,Coremas - CQ
2504850,Coxixola - SQ
2504900,Cruz do Espírito Santo - SE
2505006,Cubati - SD
2505105,Cuité - CQ
2505238,Cuité de Mamanguape - RQ
2505204,Cuitegi - CQ
2505279,Curral de Cima - LS
2505303,Curral Velho - SE
2505352,Damião - LF
2505402,Desterro - SQ
2505600,Diamante - SD
2505709,Dona Inês - LS
2505808,Duas Estradas - CQ
2505907,Emas - PL
2506004,Esperança - SQ
2506103,Fagundes - LF
2506202,Frei Martinho - SQ
2506251,Gado Bravo - RQ
2506301,Guarabira - LF
2506400,Gurinhém - LF
2506509,Gurjão - CQ
2506608,Ibiara - PL
2502607,Igaracy - RQ
2506707,Imaculada - LF
2506806,Ingá - SE
2506905,Itabaiana - SD
2507002,Itaporanga - SE
2507101,Itapororoca - RQ
2507200,Itatuba - SE
2507309,Jacaraú - SQ
2507408,Jericó - CQ
2507507,João Pessoa - CQ
2513653,Joca Claudino - CQ
2507606,Juarez Távora - SD
2507705,Juazeirinho - SD
2507804,Junco do Seridó - CQ
2507903,Juripiranga - LS
2508000,Juru - AA
2508109,Lagoa - AA
2508208,Lagoa de Dentro - PL
2508307,Lagoa Seca - SD
2508406,Lastro - RQ
2508505,Livramento - CQ
2508554,Logradouro - RQ
2508604,Lucena - RQ
2508703,Mãe d Água - LS
2508802,Malta - RQ
2508901,Mamanguape - RQ
2509008,Manaíra - CQ
2509057,Marcação - CQ
2509107,Mari - SD
2509156,Marizópolis - LF
2509206,Massaranduba - CQ
2509305,Mataraca - LS
2509339,Matinhas - PL
2509370,Mato Grosso - RQ
2509396,Maturéia - SQ
2509404,Mogeiro - PL
2509503,Montadas - RQ
2509602,Monte Horebe - RQ
2509701,Monteiro - LS
2509800,Mulungu - PL
2509909,Natuba - PL
2510006,Nazarezinho - SD
2510105,Nova Floresta - SD
2510204,Nova Olinda - LF
2510303,Nova Palmeira - CQ
2510402,Olho d Água - SD
2510501,Olivedos - PL
2510600,Ouro Velho - RQ
2510659,Parari - LF
2510709,Passagem - LS
2510808,Patos - RQ
2510907,Paulista - PL
2511004,Pedra Branca - PL
2511103,Pedra Lavrada - SE
2511202,Pedras de Fogo - SD
2512721,Pedro Régis - LS
2511301,Piancó - LF
2511400,Picuí - SQ
2511509,Pilar - SD
2511608,Pilões - AA
2511707,Pilõezinhos - PL
2511806,Pirpirituba - SQ
2511905,Pitimbu - LS
2512002,Pocinhos - AA
2512036,Poço Dantas - AA
2512077,Poço de José de Moura - SQ
2512101,Pombal - LS
2512200,Prata - RQ
2512309,Princesa Isabel - PL
2512408,Puxinanã - SD
2512507,Queimadas - LS
2512606,Quixaba - SD
2512705,Remígio - SD
2512747,Riachão - LS
2512754,Riachão do Bacamarte - SE
2512762,Riachão do Poço - RQ
2512788,Riacho de Santo Antônio - RQ
2512804,Riacho dos Cavalos - SE
2512903,Rio Tinto - LF
2513000,Salgadinho - CQ
2513109,Salgado de São Félix - AA
2513158,Santa Cecília - CQ
2513208,Santa Cruz - SD
2513307,Santa Helena - PL
2513356,Santa Inês - SE
2513406,Santa Luzia - SQ
2513703,Santa Rita - SE
2513802,Santa Teresinha - SE
2513505,Santana de Mangueira - AA
2513604,Santana dos Garrotes - CQ
2513851,Santo André - LF
2513927,São Bentinho - LF
2513901,São Bento - SD
2513968,São Domingos - SQ
2513943,São Domingos do Cariri - SQ
2513984,São Francisco - LF
2514008,São João do Cariri - SQ
2500700,São João do Rio do Peixe - AA
2514107,São João do Tigre - SD
2514206,São José da Lagoa Tapada - SD
2514305,São José de Caiana - PL
2514404,São José de Espinharas - SD
2514503,São José de Piranhas - SE
2514552,São José de Princesa - LF
2514602,São José do Bonfim - CQ
2514651,São José do Brejo do Cruz - RQ
2514701,São José do Sabugi - CQ
2514800,São José dos Cordeiros - SQ
2514453,São José dos Ramos - PL
2514909,São Mamede - AA
2515005,São Miguel de Taipu - CQ
2515104,São Sebastião de Lagoa de Roça - LF
2515203,São Sebastião do Umbuzeiro - RQ
2515401,São Vicente do Seridó - SD
2515302,Sapé - SD
2515500,Serra Branca - AA
2515609,Serra da Raiz - LS
2515708,Serra Grande - CQ
2515807,Serra Redonda - LF
2515906,Serraria - SQ
2515930,Sertãozinho - PL
2515971,Sobrado - SQ
2516003,Solânea - LF
2516102,Soledade - SE
2516151,Sossêgo - SD
2516201,Sousa - SQ
2516300,Sumé - CQ
2516409,Tacima - SQ
2516508,Taperoá - SQ
2516607,Tavares - SQ
2516706,Teixeira - SD
2516755,Tenório - SE
2516805,Triunfo - RQ
2516904,Uiraúna - RQ
2517001,Umbuzeiro - SQ
2517100,Várzea - PL
2517209,Vieirópolis - CQ
2505501,Vista Serrana - SQ
2517407,Zabelê - LS
2600054,Abreu e Lima - LF
2600104,Afogados da Ingazeira - SD
2600203,Afrânio - SQ
2600302,Agrestina - RQ
2600401,Água Preta - PL
2600500,Águas Belas - SQ
2600609,Alagoinha - SD
2600708,Aliança - SD
2600807,Altinho - AA
2600906,Amaraji - LS
2601003,Angelim - PL
2601052,Araçoiaba - LS
2601102,Araripina - SE
2601201,Arcoverde - RQ
2601300,Barra de Guabiraba - SD
2601409,Barreiros - SD
2601508,Belém de Maria - LF
2601607,Belém do São Francisco - SQ
2601706,Belo Jardim - SD
2601805,Betânia - LF
2601904,Bezerros - SD
2602001,Bodocó - SE
2602100,Bom Conselho - CQ
2602209,Bom Jardim - CQ
2602308,Bonito - RQ
2602407,Brejão - RQ
2602506,Brejinho - PL
2602605,Brejo da Madre de Deus - SD
2602704,Buenos Aires - LF
2602803,Buíque - SQ
2602902,Cabo de Santo Agostinho - SQ
2603009,Cabrobó - RQ
2603108,Cachoeirinha - SE
2603207,Caetés - LS
2603306,Calçado - SQ
2603405,Calumbi - SD
2603454,Camaragibe - SQ
2603504,Camocim de São Félix - AA
2603603,Camutanga - RQ
2603702,Canhotinho - SE
2603801,Capoeiras - SQ
2603900,Carnaíba - PL
2603926,Carnaubeira da Penha - LS
2604007,Carpina - LS
2604106,Caruaru - AA
2604155,Casinhas - SE
2604205,Catende - CQ
2604304,Cedro - PL
2604403,Chã de Alegria - SQ
2604502,Chã Grande - SE
2604601,Condado - AA
2604700,Correntes - CQ
2604809,Cortês - CQ
2604908,Cumaru - AA
2605004,Cupira - AA
2605103,Custódia - SQ
2605152,Dormentes - RQ
2605202,Escada - CQ
2605301,Exu - SD
2605400,Feira Nova - CQ
2605459,Fernando de Noronha - CQ
2605509,Ferreiros - AA
2605608,Flores - SQ
2605707,Floresta - AA
2605806,Frei Miguelinho - SD
2605905,Gameleira - AA
2606002,Garanhuns - RQ
2606101,Glória do Goitá - LS
2606200,Goiana - RQ
2606309,Granito - SE
2606408,Gravatá - RQ
2606507,Iati - SQ
2606606,Ibimirim - SD
2606705,Ibirajuba - CQ
2606804,Igarassu - SD
2606903,Iguaracy - LS
2607604,Ilha de Itamaracá - SD
2607000,Inajá - LS
2607109,Ingazeira - AA
2607208,Ipojuca - LF
2607307,Ipubi - CQ
2607406,Itacuruba - PL
2607505,Itaíba - SD
2607653,Itambé - SQ
2607703,Itapetim - LF
2607752,Itapissuma - PL
2607802,Itaquitinga - LS
2607901,Jaboatão dos Guararapes - SQ
2607950,Jaqueira - RQ
2608008,Jataúba - LF
2608057,Jatobá - AA
2608107,João Alfredo - SE
2608206,Joaquim Nabuco - SE
2608255,Jucati - AA
2608305,Jupi - SD
2608404,Jurema - PL
2608503,Lagoa de Itaenga - LS
2608453,Lagoa do Carro - LS
2608602,Lagoa do Ouro - RQ
2608701,Lagoa dos Gatos - SQ
2608750,Lagoa Grande - LF
2608800,Lajedo - AA
2608909,Limoeiro - RQ
2609006,Macaparana - SQ
2609105,Machados - AA
2609154,Manari - SD
2609204,Maraial - CQ
2609303,Mirandiba - PL
2614303,Moreilândia - AA
2609402,Moreno - LF
2609501,Nazaré da Mata - PL
2609600,Olinda - SQ
2609709,Orobó - RQ
2609808,Orocó - SQ
2609907,Ouricuri - LS
2610004,Palmares - RQ
2610103,Palmeirina - SD
2610202,Panelas - SQ
2610301,Paranatama - LS
2610400,Parnamirim - LF
2610509,Passira - LS
2610608,Paudalho - CQ
2610707,Paulista - SE
2610806,Pedra - AA
2610905,Pesqueira - PL
2611002,Petrolândia - CQ
2611101,Petrolina - PL
2611200,Poção - LF
2611309,Pombos - LS
2611408,Primavera - SE
2611507,Quipapá - AA
2611533,Quixaba - AA
2611606,Recife - SD
2611705,Riacho das Almas - RQ
2611804,Ribeirão - CQ
2611903,Rio Formoso - PL
2612000,Sairé - AA
2612109,Salgadinho - SE
2612208,Salgueiro - LS
2612307,Saloá - CQ
2612406,Sanharó - LF
2612455,Santa Cruz - SD
2612471,Santa Cruz da Baixa Verde - SQ
2612505,Santa Cruz do Capibaribe - PL
2612554,Santa Filomena - RQ
2612604,Santa Maria da Boa Vista - AA
2612703,Santa Maria do Cambucá - SE
2612802,Santa Terezinha - LF
2612901,São Benedito do Sul - AA
2613008,São Bento do Una - SD
2613107,São Caitano - AA
2613206,São João - RQ
2613305,São Joaquim do Monte - SE
2613404,São José da Coroa Grande - SQ
2613503,São José do Belmonte - AA
2613602,São José do Egito - RQ
2613701,São Lourenço da Mata - AA
2613800,São Vicente Férrer - LS
2613909,Serra Talhada - SE
2614006,Serrita - LF
2614105,Sertânia - SQ
2614204,Sirinhaém - LS
2614402,Solidão - AA
2614501,Surubim - AA
2614600,Tabira - SE
2614709,Tacaimbó - LF
2614808,Tacaratu - SQ
2614857,Tamandaré - SQ
2615003,Taquaritinga do Norte - LS
2615102,Terezinha - LS
2615201,Terra Nova - CQ
2615300,Timbaúba - SD
2615409,Toritama - SQ
2615508,Tracunhaém - RQ
2615607,Trindade - CQ
2615706,Triunfo - SE
2615805,Tupanatinga - RQ
2615904,Tuparetama - RQ
2616001,Venturosa - LF
2616100,Verdejante - CQ
2616183,Vertente do Lério - AA
2616209,Vertentes - SD
2616308,Vicência - SQ
2616407,Vitória de Santo Antão - AA
2616506,Xexéu - PL
2700102,Água Branca - LS
2700201,Anadia - AA
2700300,Arapiraca - SQ
2700409,Atalaia - LS
2700508,Barra de Santo Antônio - AA
2700607,Barra de São Miguel - LS
2700706,Batalha - SD
2700805,Belém - CQ
2700904,Belo Monte - SD
2701001,Boca da Mata - RQ
2701100,Branquinha - CQ
2701209,Cacimbinhas - AA
2701308,Cajueiro - RQ
2701357,Campestre - PL
2701407,Campo Alegre - SD
2701506,Campo Grande - PL
2701605,Canapi - RQ
2701704,Capela - SQ
2701803,Carneiros - SD
2701902,Chã Preta - LS
2702009,Coité do Nóia - CQ
2702108,Colônia Leopoldina - LS
2702207,Coqueiro Seco - SE
2702306,Coruripe - LF
2702355,Craíbas - LS
2702405,Delmiro Gouveia - LF
2702504,Dois Riachos - RQ
2702553,Estrela de Alagoas - SE
2702603,Feira Grande - RQ
2702702,Feliz Deserto - LF
2702801,Flexeiras - SQ
2702900,Girau do Ponciano - AA
2703007,Ibateguara - SE
2703106,Igaci - RQ
2703205,Igreja Nova - AA
2703304,Inhapi - SD
2703403,Jacaré dos Homens - LF
2703502,Jacuípe - RQ
2703601,Japaratinga - SE
2703700,Jaramataia - AA
2703759,Jequiá da Praia - RQ
2703809,Joaquim Gomes - RQ
2703908,Jundiá - LF
2704005,Junqueiro - RQ
2704104,Lagoa da Canoa - PL
2704203,Limoeiro de Anadia - SQ
2704302,Maceió - SD
2704401,Major Isidoro - LF
2704906,Mar Vermelho - RQ
2704500,Maragogi - LF
2704609,Maravilha - SE
2704708,Marechal Deodoro - LS
2704807,Maribondo - LS
2705002,Mata Grande - PL
2705101,Matriz de Camaragibe - SQ
2705200,Messias - AA
2705309,Minador do Negrão - SQ
2705408,Monteirópolis - LF
2705507,Murici - SQ
2705606,Novo Lino - LS
2705705,Olho d Água das Flores - RQ
2705804,Olho d Água do Casado - CQ
2705903,Olho d Água Grande - PL
2706000,Olivença - LF
2706109,Ouro Branco - RQ
2706208,Palestina - SQ
2706307,Palmeira dos Índios - SQ
2706406,Pão de Açúcar - AA
2706422,Pariconha - LF
2706448,Paripueira - AA
2706505,Passo de Camaragibe - SQ
2706604,Paulo Jacinto - CQ
2706703,Penedo - SQ
2706802,Piaçabuçu - SD
2706901,Pilar - SQ
2707008,Pindoba - LF
2707107,Piranhas - PL
2707206,Poço das Trincheiras - PL
2707305,Porto Calvo - SQ
2707404,Porto de Pedras - PL
2707503,Porto Real do Colégio - SD
2707602,Quebrangulo - SQ
2707701,Rio Largo - LF
2707800,Roteiro - AA
2707909,Santa Luzia do Norte - PL
2708006,Santana do Ipanema - PL
2708105,Santana do Mundaú - LF
2708204,São Brás - SD
2708303,São José da Laje - PL
2708402,São José da Tapera - LF
2708501,São Luís do Quitunde - AA
2708600,São Miguel dos Campos - LF
2708709,São Miguel dos Milagres - AA
2708808,São Sebastião - SQ
2708907,Satuba - RQ
2708956,Senador Rui Palmeira - SD
2709004,Tanque d Arca - CQ
2709103,Taquarana - CQ
2709152,Teotônio Vilela - AA
2709202,Traipu - LF
2709301,União dos Palmares - RQ
2709400,Viçosa - PL
2800100,Amparo de São Francisco - LS
2800209,Aquidabã - CQ
2800308,Aracaju - LF
2800407,Arauá - LS
2800506,Areia Branca - RQ
2800605,Barra dos Coqueiros - CQ
2800670,Boquim - RQ
2800704,Brejo Grande - RQ
2801009,Campo do Brito - SE
2801108,Canhoba - RQ
2801207,Canindé de São Francisco - AA
2801306,Capela - LS
2801405,Carira - CQ
2801504,Carmópolis - LS
2801603,Cedro de São João - PL
2801702,Cristinápolis - CQ
2801900,Cumbe - SD
2802007,Divina Pastora - PL
2802106,Estância - SD
2802205,Feira Nova - LF
2802304,Frei Paulo - CQ
2802403,Gararu - SE
2802502,General Maynard - CQ
2802601,Gracho Cardoso - SD
2802700,Ilha das Flores - SE
2802809,Indiaroba - LS
2802908,Itabaiana - CQ
2803005,Itabaianinha - SD
2803104,Itabi - CQ
2803203,Itaporanga d Ajuda - SD
2803302,Japaratuba - RQ
2803401,Japoatã - SQ
2803500,Lagarto - SD
2803609,Laranjeiras - SE
2803708,Macambira - AA
2803807,Malhada dos Bois - SD
2803906,Malhador - SD
2804003,Maruim - LF
2804102,Moita Bonita - AA
2804201,Monte Alegre de Sergipe - CQ
2804300,Muribeca - LF
2804409,Neópolis - PL
2804458,Nossa Senhora Aparecida - SQ
2804508,Nossa Senhora da Glória - SQ
2804607,Nossa Senhora das Dores - CQ
2804706,Nossa Senhora de Lourdes - RQ
2804805,Nossa Senhora do Socorro - SQ
2804904,Pacatuba - PL
2805000,Pedra Mole - PL
2805109,Pedrinhas - LS
2805208,Pinhão - SQ
2805307,Pirambu - CQ
2805406,Poço Redondo - AA
2805505,Poço Verde - CQ
2805604,Porto da Folha - PL
2805703,Propriá - LS
2805802,Riachão do Dantas - LS
2805901,Riachuelo - SQ
2806008,Ribeirópolis - LS
2806107,Rosário do Catete - RQ
2806206,Salgado - SD
2806305,Santa Luzia do Itanhy - LF
2806503,Santa Rosa de Lima - RQ
2806404,Santana do São Francisco - RQ
2806602,Santo Amaro das Brotas - LF
2806701,São Cristóvão - SD
2806800,São Domingos - CQ
2806909,São Francisco - LF
2807006,São Miguel do Aleixo - CQ
2807105,Simão Dias - AA
2807204,Siriri - SE
2807303,Telha - SE
2807402,Tobias Barreto - SQ
2807501,Tomar do Geru - RQ
2807600,Umbaúba - LF
2900108,Abaíra - RQ
2900207,Abaré - RQ
2900306,Acajutiba - CQ
2900355,Adustina - LS
2900405,Água Fria - SD
2900603,Aiquara - PL
2900702,Alagoinhas - SE
2900801,Alcobaça - LS
2900900,Almadina - AA
2901007,Amargosa - PL
2901106,Amélia Rodrigues - AA
2901155,América Dourada - LF
